cust_id;age;gender;city;loyalty_segment;preferred_channel;registration_date
3984;18;FEMALE;Abu Dhabi;Silver;Website;20/05/2021
3985;55;MALE;Dubai;Gold;Website;26/10/2024
3986;20;FEMALE;Dubai;Silver;Store;21/12/2024
3987;35;MALE;Sharjah;Gold;Website;26/01/2024
3988;40;FEMALE;Dubai;Silver;Website;28/11/2022
3989;30;FEMALE;Abu Dhabi;Silver;Store;20/02/2025
3990;20;FEMALE;Dubai;Gold;Mobileapp;27/09/2024
3991;35;MALE;Abu Dhabi;Silver;Mobileapp;20/05/2023
3992;35;MALE;Abu Dhabi;Gold;Store;24/02/2025
3993;35;MALE;Abu Dhabi;Silver;Mobileapp;04/03/2025
3994;40;FEMALE;Sharjah;Platinum;Amazon.Ae;26/12/2024
3995;55;MALE;Sharjah;Silver;Website;08/07/2021
3996;30;MALE;Abu Dhabi;Gold;Store;23/03/2021
3997;25;MALE;Dubai;Silver;Amazon.Ae;18/04/2024
3998;35;FEMALE;Dubai;Silver;Store;16/08/2023
3999;18;MALE;Abu Dhabi;Platinum;Store;17/06/2023
4000;45;FEMALE;Abu Dhabi;Gold;Store;25/08/2023
4001;20;FEMALE;Dubai;Silver;Mobileapp;09/12/2024
4002;25;FEMALE;Dubai;Silver;Amazon.Ae;03/02/2024
4003;40;MALE;Abu Dhabi;Silver;Website;16/01/2022
4004;30;MALE;Dubai;Silver;Noon;23/12/2022
4005;25;MALE;Dubai;Gold;Store;25/11/2021
4006;30;MALE;Abu Dhabi;Silver;Store;26/06/2024
4007;45;MALE;Abu Dhabi;Silver;Website;13/03/2021
4008;25;FEMALE;Dubai;Gold;Noon;24/08/2025
4009;45;MALE;Dubai;Silver;Website;13/05/2021
4010;18;FEMALE;Dubai;Gold;Store;17/06/2024
4011;40;MALE;Dubai;Platinum;Store;07/01/2024
4012;40;FEMALE;Abu Dhabi;Silver;Store;24/07/2022
4013;20;FEMALE;Abu Dhabi;Gold;Store;06/04/2022
4014;25;FEMALE;Dubai;Silver;Store;05/05/2021
4015;20;FEMALE;Dubai;Silver;Amazon.Ae;01/11/2023
4016;35;FEMALE;Dubai;Silver;Website;31/01/2025
4017;30;FEMALE;Sharjah;Silver;Website;01/12/2024
4018;35;MALE;Dubai;Silver;Store;30/07/2023
4019;20;MALE;Sharjah;Silver;Store;27/01/2021
4020;20;MALE;Sharjah;Gold;Website;26/07/2021
4021;18;MALE;Abu Dhabi;Gold;Amazon.Ae;30/05/2024
4022;25;MALE;Abu Dhabi;Platinum;Website;08/11/2021
4023;30;MALE;Dubai;Silver;Amazon.Ae;17/01/2022
4024;45;MALE;Abu Dhabi;Silver;Mobileapp;31/08/2024
4025;35;MALE;Dubai;Silver;Store;16/05/2024
4026;25;MALE;Sharjah;Silver;Store;03/07/2025
4027;55;FEMALE;Dubai;Silver;Website;23/10/2021
4028;35;MALE;Abu Dhabi;Gold;Store;06/02/2022
4029;50;FEMALE;Dubai;Silver;Store;29/12/2024
4030;30;MALE;Sharjah;Silver;Store;16/05/2025
4031;25;FEMALE;Dubai;Silver;Store;02/05/2021
4032;18;FEMALE;Abu Dhabi;Silver;Amazon.Ae;21/01/2023
4033;35;FEMALE;Dubai;Silver;Store;16/04/2021
4034;20;FEMALE;Dubai;Silver;Store;02/03/2023
4035;25;MALE;Abu Dhabi;Gold;Website;26/11/2023
4036;30;FEMALE;Sharjah;Silver;Website;23/04/2025
4037;30;FEMALE;Dubai;Gold;Website;13/03/2021
4038;35;FEMALE;Sharjah;Silver;Amazon.Ae;22/07/2022
4039;20;FEMALE;Abu Dhabi;Silver;Mobileapp;05/04/2024
4040;25;MALE;Sharjah;Gold;Website;29/05/2024
4041;35;FEMALE;Dubai;Silver;Store;17/03/2021
4042;55;MALE;Dubai;Silver;Website;23/12/2022
4043;35;FEMALE;Sharjah;Gold;Website;07/10/2023
4044;50;MALE;Dubai;Silver;Mobileapp;19/05/2024
4045;40;FEMALE;Abu Dhabi;Silver;Noon;16/08/2021
4046;30;MALE;Dubai;Gold;Website;27/10/2025
4047;20;MALE;Dubai;Gold;Website;29/03/2022
4048;35;FEMALE;Abu Dhabi;Silver;Store;05/02/2023
4049;35;FEMALE;Abu Dhabi;Silver;Store;02/05/2022
4050;35;FEMALE;Abu Dhabi;Gold;Store;30/10/2022
4051;30;MALE;Dubai;Silver;Store;06/02/2025
4052;30;MALE;Dubai;Silver;Store;12/08/2025
4053;25;FEMALE;Dubai;Silver;Store;10/04/2023
4054;30;FEMALE;Dubai;Platinum;Website;02/03/2023
4055;20;FEMALE;Sharjah;Silver;Website;29/08/2023
4056;40;MALE;Abu Dhabi;Gold;Website;05/05/2022
4057;20;FEMALE;Dubai;Silver;Website;11/01/2022
4058;18;MALE;Sharjah;Silver;Store;19/08/2021
4059;25;MALE;Dubai;Gold;Noon;03/12/2022
4060;35;MALE;Abu Dhabi;Platinum;Store;02/06/2024
4061;25;MALE;Dubai;Silver;Amazon.Ae;20/04/2022
4062;25;FEMALE;Abu Dhabi;Silver;Store;20/05/2025
4063;30;MALE;Dubai;Platinum;Website;02/07/2025
4064;25;MALE;Dubai;Gold;Store;09/01/2024
4065;50;MALE;Dubai;Silver;Store;27/07/2025
4066;50;MALE;Dubai;Silver;Store;06/09/2025
4067;30;FEMALE;Dubai;Gold;Mobileapp;19/05/2025
4068;25;MALE;Dubai;Gold;Store;18/05/2024
4069;35;MALE;Dubai;Platinum;Website;13/08/2024
4070;18;FEMALE;Abu Dhabi;Silver;Store;22/06/2025
4071;30;FEMALE;Dubai;Silver;Store;10/04/2024
4072;25;FEMALE;Abu Dhabi;Gold;Amazon.Ae;18/01/2024
4073;50;MALE;Dubai;Silver;Amazon.Ae;14/08/2021
4074;18;FEMALE;Sharjah;Silver;Website;23/05/2021
4075;30;FEMALE;Sharjah;Silver;Store;09/12/2022
4076;35;FEMALE;Dubai;Silver;Store;11/09/2025
4077;30;FEMALE;Abu Dhabi;Silver;Noon;23/02/2021
4078;18;MALE;Dubai;Gold;Store;15/07/2021
4079;55;FEMALE;Sharjah;Gold;Mobileapp;19/10/2025
4080;30;MALE;Abu Dhabi;Silver;Store;21/02/2025
4081;35;MALE;Dubai;Silver;Noon;25/04/2023
4082;20;MALE;Dubai;Silver;Store;25/10/2021
4083;30;MALE;Dubai;Gold;Store;24/12/2024
4084;25;FEMALE;Dubai;Silver;Website;21/06/2022
4085;18;FEMALE;Abu Dhabi;Gold;Noon;02/08/2022
4086;20;FEMALE;Dubai;Silver;Noon;26/08/2025
4087;40;FEMALE;Dubai;Silver;Mobileapp;15/05/2022
4088;20;MALE;Dubai;Gold;Mobileapp;16/09/2022
4089;20;MALE;Dubai;Silver;Website;21/04/2023
4090;30;FEMALE;Dubai;Silver;Mobileapp;25/07/2021
4091;40;FEMALE;Sharjah;Silver;Amazon.Ae;30/05/2023
4092;18;MALE;Dubai;Silver;Website;06/03/2024
4093;30;FEMALE;Abu Dhabi;Silver;Website;12/02/2022
4094;20;MALE;Dubai;Silver;Website;06/10/2021
4095;18;MALE;Dubai;Gold;Website;08/01/2025
4096;18;MALE;Abu Dhabi;Gold;Amazon.Ae;08/11/2022
4097;40;MALE;Dubai;Gold;Store;30/07/2023
4098;20;FEMALE;Dubai;Silver;Store;28/09/2021
4099;18;FEMALE;Abu Dhabi;Gold;Website;17/03/2022
4100;25;MALE;Dubai;Silver;Store;05/06/2024
4101;40;FEMALE;Dubai;Silver;Website;07/05/2021
4102;25;FEMALE;Abu Dhabi;Silver;Amazon.Ae;17/07/2024
4103;25;MALE;Abu Dhabi;Platinum;Website;02/05/2022
4104;18;MALE;Dubai;Silver;Amazon.Ae;02/07/2022
4105;25;FEMALE;Dubai;Platinum;Store;24/03/2024
4106;30;FEMALE;Dubai;Silver;Amazon.Ae;08/08/2025
4107;30;FEMALE;Dubai;Silver;Website;13/09/2023
4108;25;MALE;Abu Dhabi;Silver;Store;26/07/2023
4109;25;FEMALE;Sharjah;Gold;Website;11/02/2023
4110;20;MALE;Sharjah;Silver;Noon;19/01/2021
4111;25;MALE;Dubai;Gold;Store;01/03/2022
4112;18;MALE;Dubai;Gold;Website;25/07/2023
4113;40;MALE;Abu Dhabi;Gold;Amazon.Ae;27/02/2021
4114;55;MALE;Dubai;Silver;Store;27/02/2022
4115;55;MALE;Abu Dhabi;Platinum;Website;21/04/2025
4116;45;MALE;Abu Dhabi;Gold;Website;13/10/2025
4117;35;FEMALE;Sharjah;Silver;Store;24/04/2023
4118;35;MALE;Dubai;Gold;Website;11/08/2025
4119;25;MALE;Dubai;Silver;Store;31/01/2024
4120;35;MALE;Sharjah;Silver;Mobileapp;05/01/2024
4121;30;MALE;Abu Dhabi;Silver;Store;23/05/2025
4122;30;FEMALE;Sharjah;Silver;Store;07/03/2021
4123;40;MALE;Dubai;Silver;Website;26/03/2023
4124;25;FEMALE;Abu Dhabi;Silver;Store;24/10/2025
4125;25;MALE;Abu Dhabi;Gold;Store;20/03/2024
4126;50;MALE;Dubai;Platinum;Mobileapp;21/06/2023
4127;18;FEMALE;Abu Dhabi;Platinum;Amazon.Ae;13/03/2022
4128;30;FEMALE;Abu Dhabi;Silver;Amazon.Ae;01/03/2023
4129;50;MALE;Dubai;Gold;Website;28/12/2023
4130;35;FEMALE;Dubai;Silver;Amazon.Ae;23/08/2021
4131;30;MALE;Abu Dhabi;Gold;Amazon.Ae;05/10/2025
4132;20;FEMALE;Dubai;Silver;Store;06/11/2022
4133;25;FEMALE;Sharjah;Silver;Store;08/04/2021
4134;45;FEMALE;Dubai;Gold;Store;30/10/2023
4135;30;FEMALE;Dubai;Silver;Website;16/07/2023
4136;30;MALE;Sharjah;Silver;Amazon.Ae;08/03/2025
4137;18;FEMALE;Sharjah;Gold;Website;31/01/2023
4138;18;MALE;Dubai;Silver;Website;22/02/2025
4139;55;MALE;Abu Dhabi;Silver;Store;03/03/2022
4140;25;MALE;Dubai;Silver;Store;15/08/2021
4141;35;MALE;Dubai;Silver;Website;30/05/2025
4142;18;FEMALE;Dubai;Silver;Noon;17/01/2021
4143;35;FEMALE;Dubai;Gold;Store;17/07/2022
4144;50;FEMALE;Sharjah;Silver;Amazon.Ae;16/08/2021
4145;30;MALE;Abu Dhabi;Gold;Store;07/12/2022
4146;20;MALE;Sharjah;Silver;Website;15/06/2024
4147;30;FEMALE;Abu Dhabi;Silver;Website;05/11/2024
4148;40;MALE;Dubai;Gold;Amazon.Ae;11/11/2024
4149;25;FEMALE;Abu Dhabi;Gold;Store;31/10/2022
4150;45;FEMALE;Sharjah;Gold;Store;11/09/2021
4151;35;FEMALE;Abu Dhabi;Platinum;Store;24/08/2024
4152;45;MALE;Abu Dhabi;Silver;Amazon.Ae;30/08/2024
4153;35;FEMALE;Sharjah;Silver;Store;17/08/2024
4154;20;MALE;Dubai;Gold;Store;28/04/2021
4155;25;FEMALE;Abu Dhabi;Silver;Website;19/02/2021
4156;20;MALE;Sharjah;Silver;Website;07/05/2025
4157;50;MALE;Sharjah;Silver;Mobileapp;19/04/2024
4158;40;MALE;Dubai;Gold;Amazon.Ae;27/06/2022
4159;35;FEMALE;Abu Dhabi;Silver;Website;23/11/2021
4160;25;MALE;Abu Dhabi;Silver;Amazon.Ae;07/03/2025
4161;20;MALE;Dubai;Silver;Mobileapp;28/02/2025
4162;40;MALE;Abu Dhabi;Gold;Store;02/08/2023
4163;30;FEMALE;Dubai;Silver;Amazon.Ae;23/06/2024
4164;20;FEMALE;Dubai;Silver;Website;25/08/2022
4165;35;FEMALE;Dubai;Gold;Store;16/04/2025
4166;18;FEMALE;Abu Dhabi;Platinum;Website;12/04/2021
4167;25;MALE;Dubai;Gold;Store;07/06/2024
4168;30;MALE;Dubai;Gold;Store;23/01/2022
4169;20;FEMALE;Dubai;Silver;Mobileapp;21/06/2025
4170;60;MALE;Dubai;Silver;Mobileapp;22/05/2025
4171;20;MALE;Dubai;Silver;Mobileapp;24/09/2025
4172;20;MALE;Dubai;Gold;Store;19/05/2024
4173;20;MALE;Abu Dhabi;Silver;Noon;11/10/2022
4174;40;MALE;Abu Dhabi;Gold;Store;24/12/2024
4175;25;MALE;Dubai;Platinum;Store;05/12/2021
4176;30;MALE;Dubai;Silver;Store;03/07/2021
4177;18;MALE;Abu Dhabi;Silver;Store;25/02/2021
4178;18;MALE;Dubai;Silver;Store;06/09/2023
4179;25;MALE;Sharjah;Silver;Website;29/07/2024
4180;40;MALE;Abu Dhabi;Silver;Amazon.Ae;26/07/2022
4181;45;FEMALE;Dubai;Gold;Noon;26/02/2024
4182;18;MALE;Dubai;Silver;Mobileapp;18/12/2022
4183;30;FEMALE;Abu Dhabi;Silver;Website;16/10/2025
4184;50;FEMALE;Dubai;Silver;Mobileapp;21/07/2025
4185;25;FEMALE;Dubai;Platinum;Mobileapp;05/10/2023
4186;40;MALE;Dubai;Gold;Website;12/03/2025
4187;20;MALE;Abu Dhabi;Platinum;Mobileapp;27/05/2025
4188;50;MALE;Abu Dhabi;Platinum;Website;04/08/2021
4189;40;FEMALE;Dubai;Silver;Store;19/01/2024
4190;50;MALE;Abu Dhabi;Silver;Website;02/08/2023
4191;35;FEMALE;Dubai;Silver;Website;10/11/2021
4192;25;FEMALE;Abu Dhabi;Silver;Mobileapp;21/08/2021
4193;50;MALE;Dubai;Gold;Store;15/01/2023
4194;25;MALE;Abu Dhabi;Silver;Website;29/07/2022
4195;25;FEMALE;Sharjah;Silver;Amazon.Ae;07/06/2023
4196;35;MALE;Dubai;Gold;Noon;04/09/2021
4197;40;MALE;Dubai;Gold;Store;18/03/2022
4198;50;FEMALE;Dubai;Gold;Store;15/05/2021
4199;20;MALE;Dubai;Silver;Website;13/10/2023
4200;40;FEMALE;Dubai;Gold;Store;23/10/2023
4201;35;FEMALE;Sharjah;Silver;Store;10/06/2021
4202;18;FEMALE;Sharjah;Silver;Store;20/05/2021
4203;25;MALE;Dubai;Gold;Mobileapp;31/10/2021
4204;25;MALE;Abu Dhabi;Platinum;Mobileapp;23/01/2025
4205;25;MALE;Abu Dhabi;Silver;Website;04/10/2025
4206;60;MALE;Abu Dhabi;Silver;Website;05/05/2021
4207;35;MALE;Dubai;Silver;Website;26/07/2023
4208;35;MALE;Dubai;Silver;Store;02/10/2024
4209;55;MALE;Dubai;Gold;Website;06/06/2025
4210;25;MALE;Dubai;Silver;Store;09/09/2024
4211;40;FEMALE;Abu Dhabi;Gold;Website;11/02/2022
4212;25;MALE;Abu Dhabi;Gold;Store;01/02/2025
4213;45;MALE;Dubai;Silver;Website;13/06/2021
4214;20;FEMALE;Dubai;Silver;Website;12/05/2023
4215;50;FEMALE;Sharjah;Silver;Store;28/08/2021
4216;20;MALE;Abu Dhabi;Silver;Store;21/05/2024
4217;25;MALE;Sharjah;Silver;Store;29/05/2021
4218;40;FEMALE;Dubai;Silver;Website;07/08/2022
4219;25;FEMALE;Abu Dhabi;Gold;Store;01/02/2024
4220;35;FEMALE;Abu Dhabi;Silver;Store;21/04/2024
4221;25;FEMALE;Sharjah;Gold;Website;20/05/2022
4222;35;MALE;Dubai;Silver;Mobileapp;16/09/2025
4223;20;MALE;Dubai;Gold;Store;09/06/2022
4224;18;MALE;Dubai;Platinum;Website;04/11/2024
4225;25;FEMALE;Sharjah;Silver;Amazon.Ae;13/08/2025
4226;30;FEMALE;Sharjah;Gold;Amazon.Ae;14/02/2023
4227;20;FEMALE;Sharjah;Gold;Store;14/11/2023
4228;25;MALE;Sharjah;Gold;Mobileapp;02/12/2022
4229;25;MALE;Dubai;Gold;Website;02/03/2024
4230;18;MALE;Dubai;Silver;Noon;15/10/2023
4231;30;FEMALE;Dubai;Silver;Website;19/02/2021
4232;45;FEMALE;Dubai;Silver;Mobileapp;16/08/2023
4233;20;MALE;Sharjah;Silver;Mobileapp;26/11/2022
4234;30;MALE;Sharjah;Platinum;Website;26/01/2021
4235;35;MALE;Dubai;Gold;Mobileapp;12/10/2022
4236;25;MALE;Abu Dhabi;Silver;Store;11/01/2021
4237;35;FEMALE;Sharjah;Gold;Store;19/03/2023
4238;25;MALE;Dubai;Gold;Store;31/01/2024
4239;30;FEMALE;Dubai;Silver;Amazon.Ae;11/01/2021
4240;18;FEMALE;Dubai;Silver;Website;10/02/2024
4241;35;FEMALE;Dubai;Silver;Website;18/06/2025
4242;35;MALE;Abu Dhabi;Gold;Website;11/02/2023
4243;18;FEMALE;Dubai;Gold;Store;09/02/2023
4244;25;MALE;Dubai;Silver;Store;31/08/2023
4245;55;MALE;Sharjah;Silver;Mobileapp;05/04/2024
4246;25;MALE;Abu Dhabi;Gold;Noon;11/10/2025
4247;30;MALE;Dubai;Platinum;Store;11/02/2022
4248;50;MALE;Sharjah;Gold;Store;05/12/2023
4249;35;MALE;Dubai;Gold;Store;22/04/2023
4250;30;FEMALE;Dubai;Silver;Store;18/12/2022
4251;40;MALE;Sharjah;Silver;Store;25/12/2021
4252;45;FEMALE;Dubai;Silver;Website;08/07/2022
4253;30;FEMALE;Abu Dhabi;Gold;Store;12/10/2021
4254;30;MALE;Dubai;Silver;Store;04/02/2022
4255;25;FEMALE;Dubai;Gold;Mobileapp;14/01/2025
4256;55;MALE;Abu Dhabi;Silver;Noon;24/06/2025
4257;35;MALE;Dubai;Gold;Store;07/01/2025
4258;18;MALE;Abu Dhabi;Silver;Website;23/01/2022
4259;45;FEMALE;Abu Dhabi;Silver;Store;11/10/2024
4260;30;MALE;Sharjah;Gold;Amazon.Ae;23/02/2023
4261;18;FEMALE;Abu Dhabi;Silver;Website;01/03/2022
4262;30;MALE;Dubai;Platinum;Mobileapp;27/10/2023
4263;25;FEMALE;Sharjah;Silver;Store;27/04/2025
4264;45;MALE;Abu Dhabi;Silver;Website;17/03/2022
4265;20;FEMALE;Abu Dhabi;Gold;Website;22/12/2021
4266;40;FEMALE;Sharjah;Gold;Store;08/07/2023
4267;30;FEMALE;Abu Dhabi;Silver;Store;04/02/2023
4268;18;FEMALE;Dubai;Platinum;Website;31/05/2025
4269;55;FEMALE;Abu Dhabi;Silver;Mobileapp;08/07/2022
4270;30;MALE;Dubai;Silver;Store;25/09/2021
4271;25;MALE;Dubai;Silver;Website;19/09/2023
4272;30;MALE;Abu Dhabi;Silver;Store;25/05/2024
4273;45;MALE;Dubai;Silver;Store;05/03/2021
4274;25;MALE;Dubai;Silver;Website;18/03/2022
4275;20;MALE;Dubai;Silver;Store;11/09/2025
4276;20;MALE;Abu Dhabi;Gold;Store;25/06/2022
4277;25;FEMALE;Dubai;Silver;Store;22/07/2024
4278;40;MALE;Abu Dhabi;Platinum;Website;15/04/2022
4279;30;FEMALE;Dubai;Gold;Website;24/05/2024
4280;20;MALE;Dubai;Silver;Noon;09/05/2025
4281;20;FEMALE;Dubai;Silver;Store;28/05/2023
4282;25;FEMALE;Abu Dhabi;Silver;Mobileapp;04/06/2025
4283;50;MALE;Dubai;Gold;Store;02/05/2024
4284;25;MALE;Sharjah;Silver;Website;13/12/2022
4285;60;MALE;Sharjah;Silver;Website;13/01/2021
4286;30;MALE;Sharjah;Platinum;Store;10/08/2021
4287;20;FEMALE;Sharjah;Gold;Website;25/09/2025
4288;45;FEMALE;Dubai;Silver;Store;20/11/2024
4289;30;MALE;Abu Dhabi;Silver;Store;31/05/2023
4290;35;MALE;Abu Dhabi;Gold;Store;19/04/2023
4291;60;MALE;Abu Dhabi;Gold;Mobileapp;22/01/2023
4292;18;MALE;Sharjah;Silver;Mobileapp;27/09/2021
4293;18;FEMALE;Abu Dhabi;Silver;Store;14/08/2024
4294;35;MALE;Sharjah;Gold;Store;23/06/2025
4295;25;MALE;Dubai;Gold;Store;02/01/2023
4296;20;MALE;Sharjah;Gold;Store;24/04/2023
4297;18;MALE;Abu Dhabi;Silver;Mobileapp;08/09/2022
4298;18;FEMALE;Abu Dhabi;Platinum;Website;26/12/2024
4299;40;MALE;Dubai;Silver;Store;02/12/2024
4300;20;FEMALE;Abu Dhabi;Silver;Store;06/03/2021
4301;30;FEMALE;Sharjah;Gold;Mobileapp;08/08/2025
4302;35;MALE;Dubai;Silver;Store;28/11/2023
4303;25;MALE;Abu Dhabi;Gold;Store;28/01/2021
4304;18;FEMALE;Dubai;Silver;Website;05/08/2024
4305;40;FEMALE;Sharjah;Gold;Website;25/08/2021
4306;18;FEMALE;Dubai;Silver;Website;24/02/2024
4307;40;MALE;Dubai;Gold;Amazon.Ae;19/01/2022
4308;45;FEMALE;Dubai;Silver;Store;22/11/2021
4309;25;MALE;Abu Dhabi;Gold;Mobileapp;26/03/2021
4310;30;FEMALE;Dubai;Gold;Store;19/01/2023
4311;30;FEMALE;Abu Dhabi;Silver;Website;03/09/2021
4312;25;MALE;Sharjah;Silver;Amazon.Ae;23/01/2022
4313;45;FEMALE;Sharjah;Silver;Website;18/07/2023
4314;45;MALE;Dubai;Gold;Mobileapp;23/09/2021
4315;25;FEMALE;Sharjah;Silver;Mobileapp;31/01/2023
4316;35;MALE;Abu Dhabi;Silver;Store;15/03/2023
4317;50;FEMALE;Dubai;Silver;Mobileapp;13/05/2024
4318;55;MALE;Dubai;Platinum;Amazon.Ae;16/08/2021
4319;30;FEMALE;Dubai;Silver;Website;28/08/2021
4320;30;MALE;Sharjah;Silver;Store;02/01/2024
4321;25;MALE;Dubai;Gold;Store;22/08/2025
4322;55;MALE;Dubai;Gold;Store;23/01/2022
4323;20;FEMALE;Abu Dhabi;Silver;Store;13/01/2022
4324;30;MALE;Abu Dhabi;Platinum;Website;31/07/2021
4325;25;FEMALE;Abu Dhabi;Gold;Store;30/07/2025
4326;25;MALE;Abu Dhabi;Silver;Store;06/03/2023
4327;25;FEMALE;Dubai;Silver;Store;07/11/2022
4328;60;MALE;Sharjah;Gold;Website;11/10/2022
4329;18;MALE;Dubai;Silver;Website;20/06/2021
4330;30;MALE;Abu Dhabi;Silver;Mobileapp;21/03/2024
4331;18;MALE;Abu Dhabi;Silver;Store;28/08/2025
4332;20;MALE;Dubai;Gold;Store;20/03/2023
4333;25;MALE;Sharjah;Silver;Store;14/04/2021
4334;30;FEMALE;Dubai;Gold;Store;30/05/2024
4335;25;FEMALE;Dubai;Silver;Store;29/07/2024
4336;25;FEMALE;Sharjah;Gold;Mobileapp;12/11/2024
4337;18;MALE;Abu Dhabi;Gold;Store;07/01/2022
4338;25;FEMALE;Abu Dhabi;Silver;Amazon.Ae;09/05/2021
4339;55;MALE;Abu Dhabi;Gold;Website;28/11/2024
4340;50;FEMALE;Sharjah;Silver;Store;08/08/2021
4341;25;MALE;Dubai;Gold;Mobileapp;11/04/2024
4342;30;MALE;Dubai;Silver;Mobileapp;17/04/2022
4343;50;MALE;Dubai;Silver;Website;15/09/2023
4344;18;FEMALE;Dubai;Platinum;Amazon.Ae;16/01/2025
4345;40;MALE;Abu Dhabi;Platinum;Store;31/08/2022
4346;50;FEMALE;Dubai;Silver;Mobileapp;06/03/2025
4347;18;MALE;Dubai;Silver;Store;12/12/2023
4348;20;FEMALE;Dubai;Silver;Mobileapp;04/04/2021
4349;55;FEMALE;Abu Dhabi;Gold;Store;19/05/2025
4350;30;MALE;Sharjah;Silver;Store;11/11/2023
4351;18;MALE;Dubai;Silver;Website;16/04/2021
4352;25;FEMALE;Abu Dhabi;Silver;Store;08/05/2024
4353;25;MALE;Dubai;Platinum;Store;07/10/2024
4354;35;MALE;Abu Dhabi;Silver;Store;28/07/2024
4355;35;FEMALE;Dubai;Silver;Website;29/07/2024
4356;60;FEMALE;Dubai;Silver;Amazon.Ae;04/09/2022
4357;25;MALE;Abu Dhabi;Silver;Website;29/04/2023
4358;30;FEMALE;Sharjah;Gold;Mobileapp;12/04/2025
4359;30;MALE;Dubai;Platinum;Website;22/06/2024
4360;25;MALE;Abu Dhabi;Gold;Store;06/08/2023
4361;20;FEMALE;Abu Dhabi;Silver;Store;18/05/2025
4362;55;MALE;Sharjah;Gold;Website;04/05/2023
4363;45;MALE;Dubai;Silver;Store;05/03/2022
4364;30;FEMALE;Dubai;Silver;Store;28/11/2023
4365;35;FEMALE;Sharjah;Platinum;Website;13/12/2024
4366;20;FEMALE;Dubai;Silver;Website;29/10/2021
4367;30;FEMALE;Dubai;Silver;Store;01/10/2022
4368;35;FEMALE;Dubai;Platinum;Mobileapp;12/03/2021
4369;30;MALE;Sharjah;Silver;Mobileapp;08/10/2022
4370;60;MALE;Dubai;Gold;Mobileapp;09/06/2022
4371;35;FEMALE;Sharjah;Platinum;Noon;23/06/2021
4372;25;MALE;Dubai;Silver;Store;31/03/2021
4373;40;FEMALE;Dubai;Silver;Website;03/01/2022
4374;20;FEMALE;Dubai;Silver;Amazon.Ae;12/03/2023
4375;25;MALE;Dubai;Silver;Website;15/05/2024
4376;25;FEMALE;Abu Dhabi;Silver;Mobileapp;22/12/2023
4377;25;MALE;Abu Dhabi;Gold;Store;15/11/2021
4378;40;MALE;Dubai;Silver;Website;04/04/2023
4379;30;FEMALE;Dubai;Silver;Store;05/07/2022
4380;40;MALE;Abu Dhabi;Silver;Noon;01/03/2021
4381;30;MALE;Sharjah;Silver;Mobileapp;03/02/2024
4382;25;MALE;Abu Dhabi;Gold;Amazon.Ae;16/06/2024
4383;40;FEMALE;Sharjah;Silver;Website;25/01/2025
4384;20;FEMALE;Dubai;Gold;Store;07/05/2021
4385;20;FEMALE;Sharjah;Silver;Store;24/03/2021
4386;30;FEMALE;Dubai;Silver;Amazon.Ae;28/05/2024
4387;25;MALE;Dubai;Silver;Store;02/12/2024
4388;18;FEMALE;Sharjah;Silver;Store;04/08/2023
4389;35;FEMALE;Sharjah;Gold;Website;29/06/2025
4390;30;MALE;Abu Dhabi;Silver;Store;09/08/2022
4391;25;MALE;Dubai;Platinum;Website;09/10/2022
4392;55;FEMALE;Dubai;Silver;Website;24/12/2024
4393;30;FEMALE;Dubai;Platinum;Website;09/06/2023
4394;45;FEMALE;Sharjah;Silver;Amazon.Ae;28/07/2022
4395;20;FEMALE;Dubai;Silver;Store;28/05/2022
4396;30;MALE;Sharjah;Silver;Store;08/01/2024
4397;45;FEMALE;Dubai;Silver;Store;06/03/2021
4398;30;MALE;Sharjah;Gold;Noon;02/07/2021
4399;35;MALE;Sharjah;Silver;Store;26/12/2023
4400;25;FEMALE;Dubai;Silver;Store;15/04/2023
4401;18;MALE;Dubai;Silver;Website;16/05/2024
4402;30;FEMALE;Sharjah;Silver;Store;23/02/2021
4403;25;MALE;Abu Dhabi;Gold;Noon;29/05/2024
4404;45;MALE;Abu Dhabi;Gold;Amazon.Ae;24/08/2021
4405;20;MALE;Abu Dhabi;Gold;Website;08/06/2023
4406;55;MALE;Dubai;Silver;Website;04/09/2022
4407;55;MALE;Sharjah;Platinum;Store;17/08/2023
4408;20;MALE;Dubai;Gold;Website;14/03/2022
4409;25;FEMALE;Sharjah;Silver;Mobileapp;01/10/2023
4410;45;MALE;Dubai;Silver;Store;01/02/2024
4411;55;MALE;Abu Dhabi;Platinum;Store;30/12/2024
4412;25;FEMALE;Dubai;Silver;Amazon.Ae;25/11/2022
4413;25;FEMALE;Dubai;Gold;Store;21/08/2023
4414;30;MALE;Dubai;Silver;Website;15/12/2024
4415;35;FEMALE;Abu Dhabi;Silver;Store;06/02/2024
4416;25;FEMALE;Abu Dhabi;Gold;Store;08/06/2022
4417;35;MALE;Sharjah;Gold;Mobileapp;06/01/2025
4418;18;MALE;Dubai;Silver;Store;10/03/2025
4419;18;FEMALE;Abu Dhabi;Gold;Website;08/02/2022
4420;25;FEMALE;Abu Dhabi;Silver;Store;09/12/2021
4421;25;FEMALE;Dubai;Gold;Store;10/06/2025
4422;25;MALE;Dubai;Platinum;Amazon.Ae;11/03/2023
4423;30;MALE;Dubai;Gold;Website;12/09/2024
4424;25;FEMALE;Dubai;Silver;Amazon.Ae;02/08/2021
